,Date,Negative,Neutral,Positive
2023-12-05,2023-12-05,0.10320185688742169,0.6748452200434911,0.22195291846321938
2023-12-06,2023-12-06,0.10454151031937303,0.6313944169105246,0.2640640664415863
2023-12-07,2023-12-07,0.14663375568105486,0.6756703571606708,0.17769587047708527
2023-12-08,2023-12-08,0.14663375568105486,0.6756703571606708,0.17769587047708527
2023-12-09,2023-12-09,0.16135385034833732,0.6704933109911199,0.16815282862157893
2023-12-10,2023-12-10,0.12158837033590918,0.60097109598832,0.2774405198094124
2023-12-11,2023-12-11,0.12852678912458937,0.6652202303388289,0.20625298206827467
2023-12-12,2023-12-12,0.11191135106445656,0.6950760929593964,0.19301255246151294
2023-12-13,2023-12-13,0.20819346255978893,0.6054264186497997,0.18638010980999642
2023-12-14,2023-12-14,0.20819346255978893,0.6054264186497997,0.18638010980999642
2023-12-15,2023-12-15,0.11710296375857629,0.6755178093123411,0.20737922031448444
2023-12-16,2023-12-16,0.10024365453350847,0.5543493190232445,0.34540700059219753
2023-12-17,2023-12-17,0.10024365453350847,0.5543493190232445,0.34540700059219753
2023-12-18,2023-12-18,0.15295768477953967,0.6576195082203908,0.1894227943891151
2023-12-19,2023-12-19,0.19177937189086366,0.61328218586661,0.19493843848141582
2023-12-20,2023-12-20,0.1195784670016685,0.6914442685697604,0.1889772501885207
2023-12-21,2023-12-21,0.11047603356649595,0.6484231828489733,0.2411007724352521
2023-12-22,2023-12-22,0.12456392499114398,0.6825027758041855,0.1929332847182786
2023-12-23,2023-12-23,0.27041295161037593,0.5874121527858945,0.14217490074766231
2023-12-24,2023-12-24,0.19546892176637604,0.5415827848257557,0.26294828147717536
2023-12-25,2023-12-25,0.2493755829227329,0.654233590596252,0.09639082435966913
2023-12-26,2023-12-26,0.22890446979820012,0.5907686608645352,0.18032686088105382
2023-12-27,2023-12-27,0.11630373126328254,0.6674051986608122,0.2162910518569073
2023-12-28,2023-12-28,0.11630373126328254,0.6674051986608122,0.2162910518569073
2023-12-29,2023-12-29,0.10784528875857652,0.5973492894416391,0.2948054256020271
2023-12-30,2023-12-30,0.10784528875857652,0.5973492894416391,0.2948054256020271
2023-12-31,2023-12-31,0.09292422311107919,0.6202694416591307,0.2868063452585441
